date,day_of_week,shift,hour,hours_into_shift,station,headcount,units_processed,uph,target_uph,downtime_minutes,pod_starvation_event,peak_period
2026-05-18,Monday,Day,12,4,Pack-Multis,10,818,81.8,140,1.7,1,0
2026-05-18,Monday,Day,12,4,SLAM,9,8028,892.0,900,1.2,0,0
2026-05-18,Monday,Day,13,5,Stow,10,2032,203.2,180,1.6,0,0
2026-05-18,Monday,Day,13,5,Pick,10,1186,118.6,240,3.6,1,0
2026-05-18,Monday,Day,13,5,Rebin,10,1898,189.8,300,3.6,1,0
2026-05-18,Monday,Day,13,5,Pack-Singles,13,1527,117.5,210,4.7,1,0
2026-05-18,Monday,Day,13,5,Pack-Multis,7,493,70.4,140,4.6,1,0
2026-05-18,Monday,Day,13,5,SLAM,15,12332,822.1,900,0.0,0,0
2026-05-18,Monday,Day,14,6,Stow,12,2233,186.1,180,1.4,0,0
2026-05-18,Monday,Day,14,6,Pick,11,2297,208.8,240,0.6,0,0
2026-05-18,Monday,Day,14,6,Rebin,11,3173,288.5,300,0.0,0,0
2026-05-18,Monday,Day,14,6,Pack-Singles,13,2895,222.7,210,0.0,0,0
2026-05-18,Monday,Day,14,6,Pack-Multis,11,1486,135.1,140,0.5,0,0
2026-05-18,Monday,Day,14,6,SLAM,12,11191,932.6,900,2.8,0,0
2026-05-18,Monday,Day,15,7,Stow,14,2439,174.2,180,5.5,0,0
2026-05-18,Monday,Day,15,7,Pick,15,3365,224.3,240,1.4,0,0
2026-05-18,Monday,Day,15,7,Rebin,8,2356,294.5,300,3.7,0,0
2026-05-18,Monday,Day,15,7,Pack-Singles,17,3468,204.0,210,1.7,0,0
2026-05-18,Monday,Day,15,7,Pack-Multis,13,2030,156.2,140,0.0,0,0
2026-05-18,Monday,Day,15,7,SLAM,17,14661,862.4,900,0.0,0,0
2026-05-18,Monday,Day,16,8,Stow,11,1793,163.0,180,1.8,0,0
2026-05-18,Monday,Day,16,8,Pick,8,1861,232.6,240,2.2,0,0
2026-05-18,Monday,Day,16,8,Rebin,14,4224,301.7,300,3.3,0,0
2026-05-18,Monday,Day,16,8,Pack-Singles,10,2071,207.1,210,0.0,0,0
2026-05-18,Monday,Day,16,8,Pack-Multis,11,1518,138.0,140,1.9,0,0
2026-05-18,Monday,Day,16,8,SLAM,8,6723,840.4,900,0.8,0,0
2026-05-18,Monday,Day,17,9,Stow,11,1955,177.7,180,0.9,0,0
2026-05-18,Monday,Day,17,9,Pick,12,2614,217.8,240,2.8,0,0
2026-05-18,Monday,Day,17,9,Rebin,14,3862,275.9,300,5.5,0,0
2026-05-18,Monday,Day,17,9,Pack-Singles,10,2113,211.3,210,0.0,0,0
2026-05-18,Monday,Day,17,9,Pack-Multis,13,1794,138.0,140,0.0,0,0
2026-05-18,Monday,Day,17,9,SLAM,11,10522,956.5,900,0.0,0,0
2026-05-18,Monday,Night,19,0,Stow,12,2002,166.8,180,0.0,0,0
2026-05-18,Monday,Night,19,0,Pick,13,2903,223.3,240,2.9,0,0
2026-05-18,Monday,Night,19,0,Rebin,12,3363,280.2,300,1.8,0,0
2026-05-18,Monday,Night,19,0,Pack-Singles,10,2166,216.6,210,0.6,0,0
2026-05-18,Monday,Night,19,0,Pack-Multis,11,1561,141.9,140,1.6,0,0
2026-05-18,Monday,Night,19,0,SLAM,11,9473,861.2,900,2.1,0,0
2026-05-18,Monday,Night,20,1,Stow,11,1960,178.2,180,0.0,0,0
2026-05-18,Monday,Night,20,1,Pick,12,2828,235.7,240,2.1,0,0
2026-05-18,Monday,Night,20,1,Rebin,7,1935,276.4,300,0.0,0,0
2026-05-18,Monday,Night,20,1,Pack-Singles,14,2659,189.9,210,3.0,0,0
2026-05-18,Monday,Night,20,1,Pack-Multis,9,1203,133.7,140,1.2,0,0
2026-05-18,Monday,Night,20,1,SLAM,17,15402,906.0,900,2.9,0,0
2026-05-18,Monday,Night,21,2,Stow,16,2731,170.7,180,1.1,0,0
2026-05-18,Monday,Night,21,2,Pick,11,2511,228.3,240,0.0,0,0
2026-05-18,Monday,Night,21,2,Rebin,12,3401,283.4,300,1.0,0,0
2026-05-18,Monday,Night,21,2,Pack-Singles,8,1546,193.2,210,0.0,0,0
2026-05-18,Monday,Night,21,2,Pack-Multis,15,1917,127.8,140,0.0,0,0
2026-05-18,Monday,Night,21,2,SLAM,11,9784,889.5,900,1.5,0,0
2026-05-18,Monday,Night,22,3,Stow,10,1594,159.4,180,0.8,0,0
2026-05-18,Monday,Night,22,3,Pick,11,2238,203.5,240,1.1,0,0
2026-05-18,Monday,Night,22,3,Rebin,9,2677,297.4,300,2.8,0,0
2026-05-18,Monday,Night,22,3,Pack-Singles,9,1669,185.4,210,0.6,0,0
2026-05-18,Monday,Night,22,3,Pack-Multis,11,1457,132.5,140,1.9,0,0
2026-05-18,Monday,Night,22,3,SLAM,12,11136,928.0,900,1.3,0,0
2026-05-18,Monday,Night,23,4,Stow,9,1336,148.4,180,3.7,0,0
2026-05-18,Monday,Night,23,4,Pick,13,2943,226.4,240,1.9,0,0
2026-05-18,Monday,Night,23,4,Rebin,12,3449,287.4,300,0.6,0,0
2026-05-18,Monday,Night,23,4,Pack-Singles,14,2633,188.1,210,0.0,0,0
2026-05-18,Monday,Night,23,4,Pack-Multis,8,1024,128.0,140,3.1,0,0
2026-05-18,Monday,Night,23,4,SLAM,11,8318,756.2,900,1.6,0,0
2026-05-18,Monday,Night,0,5,Stow,10,1855,185.5,180,2.8,0,0
2026-05-18,Monday,Night,0,5,Pick,9,1984,220.4,240,0.1,0,0
2026-05-18,Monday,Night,0,5,Rebin,9,2501,277.9,300,2.4,0,0
2026-05-18,Monday,Night,0,5,Pack-Singles,11,2070,188.2,210,0.0,0,0
2026-05-18,Monday,Night,0,5,Pack-Multis,10,1352,135.2,140,0.0,0,0
2026-05-18,Monday,Night,0,5,SLAM,14,11239,802.8,900,1.5,0,0
2026-05-18,Monday,Night,1,6,Stow,11,1689,153.5,180,1.9,0,0
2026-05-18,Monday,Night,1,6,Pick,10,2101,210.1,240,0.0,0,0
2026-05-18,Monday,Night,1,6,Rebin,14,3907,279.1,300,2.9,0,0
2026-05-18,Monday,Night,1,6,Pack-Singles,13,2735,210.4,210,0.4,0,0
2026-05-18,Monday,Night,1,6,Pack-Multis,9,1234,137.1,140,1.4,0,0
2026-05-18,Monday,Night,1,6,SLAM,11,9685,880.5,900,1.7,0,0
2026-05-18,Monday,Night,2,7,Stow,13,1980,152.3,180,2.7,0,0
2026-05-18,Monday,Night,2,7,Pick,11,2588,235.3,240,2.7,0,0
2026-05-18,Monday,Night,2,7,Rebin,13,3526,271.2,300,2.3,0,0
2026-05-18,Monday,Night,2,7,Pack-Singles,14,2793,199.5,210,1.5,0,0
2026-05-18,Monday,Night,2,7,Pack-Multis,13,1597,122.8,140,3.5,0,0
2026-05-18,Monday,Night,2,7,SLAM,8,6577,822.1,900,0.6,0,0
2026-05-18,Monday,Night,3,8,Stow,10,1641,164.1,180,0.0,0,0
2026-05-18,Monday,Night,3,8,Pick,16,3103,193.9,240,0.0,0,0
2026-05-18,Monday,Night,3,8,Rebin,9,2444,271.6,300,2.7,0,0
2026-05-18,Monday,Night,3,8,Pack-Singles,13,2688,206.8,210,0.0,0,0
2026-05-18,Monday,Night,3,8,Pack-Multis,13,1590,122.3,140,1.5,0,0
2026-05-18,Monday,Night,3,8,SLAM,14,9916,708.3,900,4.2,0,0
2026-05-18,Monday,Night,4,9,Stow,11,1536,139.6,180,0.2,0,0
2026-05-18,Monday,Night,4,9,Pick,12,2395,199.6,240,0.0,0,0
2026-05-18,Monday,Night,4,9,Rebin,12,2988,249.0,300,2.2,0,0
2026-05-18,Monday,Night,4,9,Pack-Singles,9,1913,212.6,210,2.0,0,0
2026-05-18,Monday,Night,4,9,Pack-Multis,12,1532,127.7,140,0.0,0,0
2026-05-18,Monday,Night,4,9,SLAM,11,9734,884.9,900,0.7,0,0
2026-05-19,Tuesday,Day,8,0,Stow,11,2182,198.4,180,0.8,0,0
2026-05-19,Tuesday,Day,8,0,Pick,9,2549,283.2,240,0.0,0,0
2026-05-19,Tuesday,Day,8,0,Rebin,11,3105,282.3,300,0.1,0,0
2026-05-19,Tuesday,Day,8,0,Pack-Singles,9,1818,202.0,210,2.7,0,0
2026-05-19,Tuesday,Day,8,0,Pack-Multis,8,1218,152.2,140,2.8,0,0
2026-05-19,Tuesday,Day,8,0,SLAM,13,11803,907.9,900,1.6,0,0
2026-05-19,Tuesday,Day,9,1,Stow,14,2212,158.0,180,2.3,0,0
2026-05-19,Tuesday,Day,9,1,Pick,10,2538,253.8,240,0.3,0,0
2026-05-19,Tuesday,Day,9,1,Rebin,13,3477,267.5,300,0.0,0,0
2026-05-19,Tuesday,Day,9,1,Pack-Singles,11,2542,231.1,210,2.0,0,0
2026-05-19,Tuesday,Day,9,1,Pack-Multis,13,1929,148.4,140,0.6,0,0
2026-05-19,Tuesday,Day,9,1,SLAM,13,11225,863.5,900,0.7,0,0
2026-05-19,Tuesday,Day,10,2,Stow,11,1904,173.1,180,1.1,0,0
2026-05-19,Tuesday,Day,10,2,Pick,11,2509,228.1,240,1.0,0,0
2026-05-19,Tuesday,Day,10,2,Rebin,12,3322,276.8,300,1.8,0,0
2026-05-19,Tuesday,Day,10,2,Pack-Singles,11,2342,212.9,210,0.2,0,0
2026-05-19,Tuesday,Day,10,2,Pack-Multis,14,2091,149.4,140,0.0,0,0
2026-05-19,Tuesday,Day,10,2,SLAM,13,12884,991.1,900,0.0,0,0
2026-05-19,Tuesday,Day,11,3,Stow,10,1892,189.2,180,0.0,0,0
2026-05-19,Tuesday,Day,11,3,Pick,10,2229,222.9,240,2.3,0,0
2026-05-19,Tuesday,Day,11,3,Rebin,10,2940,294.0,300,0.1,0,0
2026-05-19,Tuesday,Day,11,3,Pack-Singles,14,2763,197.4,210,0.0,0,0
2026-05-19,Tuesday,Day,11,3,Pack-Multis,9,1321,146.8,140,2.3,0,0
2026-05-19,Tuesday,Day,11,3,SLAM,14,11487,820.5,900,0.9,0,0
2026-05-19,Tuesday,Day,12,4,Stow,16,2819,176.2,180,0.4,0,0
2026-05-19,Tuesday,Day,12,4,Pick,11,2737,248.8,240,2.0,0,0
2026-05-19,Tuesday,Day,12,4,Rebin,10,2877,287.7,300,0.8,0,0
2026-05-19,Tuesday,Day,12,4,Pack-Singles,10,1918,191.8,210,3.9,0,0
2026-05-19,Tuesday,Day,12,4,Pack-Multis,11,1502,136.5,140,0.7,0,0
2026-05-19,Tuesday,Day,12,4,SLAM,11,10201,927.4,900,0.5,0,0
2026-05-19,Tuesday,Day,13,5,Stow,14,2625,187.5,180,0.9,0,0
2026-05-19,Tuesday,Day,13,5,Pick,10,2582,258.2,240,1.0,0,0
2026-05-19,Tuesday,Day,13,5,Rebin,9,2892,321.3,300,0.1,0,0
2026-05-19,Tuesday,Day,13,5,Pack-Singles,13,2249,173.0,210,0.6,0,0
2026-05-19,Tuesday,Day,13,5,Pack-Multis,14,1960,140.0,140,2.1,0,0
2026-05-19,Tuesday,Day,13,5,SLAM,10,9219,921.9,900,1.2,0,0
2026-05-19,Tuesday,Day,14,6,Stow,12,2468,205.7,180,3.2,0,0
2026-05-19,Tuesday,Day,14,6,Pick,13,3295,253.5,240,0.0,0,0
2026-05-19,Tuesday,Day,14,6,Rebin,11,2945,267.7,300,0.0,0,0
2026-05-19,Tuesday,Day,14,6,Pack-Singles,10,2095,209.5,210,0.0,0,0
2026-05-19,Tuesday,Day,14,6,Pack-Multis,11,1523,138.5,140,0.0,0,0
2026-05-19,Tuesday,Day,14,6,SLAM,15,12248,816.5,900,2.9,0,0
2026-05-19,Tuesday,Day,15,7,Stow,7,1222,174.6,180,0.0,0,0
2026-05-19,Tuesday,Day,15,7,Pick,10,2650,265.0,240,0.7,0,0
2026-05-19,Tuesday,Day,15,7,Rebin,9,2736,304.0,300,0.7,0,0
2026-05-19,Tuesday,Day,15,7,Pack-Singles,12,2311,192.6,210,0.0,0,0
2026-05-19,Tuesday,Day,15,7,Pack-Multis,10,1448,144.8,140,0.9,0,0
2026-05-19,Tuesday,Day,15,7,SLAM,9,8027,891.9,900,1.3,0,0
2026-05-19,Tuesday,Day,16,8,Stow,13,2170,166.9,180,1.1,0,0
2026-05-19,Tuesday,Day,16,8,Pick,12,2569,214.1,240,2.5,0,0
2026-05-19,Tuesday,Day,16,8,Rebin,12,3189,265.8,300,0.0,0,0
2026-05-19,Tuesday,Day,16,8,Pack-Singles,11,2132,193.8,210,2.3,0,0
2026-05-19,Tuesday,Day,16,8,Pack-Multis,11,1509,137.2,140,0.0,0,0
2026-05-19,Tuesday,Day,16,8,SLAM,11,10379,943.5,900,1.0,0,0
2026-05-19,Tuesday,Day,17,9,Stow,10,1589,158.9,180,1.2,0,0
2026-05-19,Tuesday,Day,17,9,Pick,14,2856,204.0,240,1.1,0,0
2026-05-19,Tuesday,Day,17,9,Rebin,8,2191,273.9,300,1.6,0,0
2026-05-19,Tuesday,Day,17,9,Pack-Singles,8,1530,191.2,210,1.6,0,0
2026-05-19,Tuesday,Day,17,9,Pack-Multis,12,1616,134.7,140,0.0,0,0
2026-05-19,Tuesday,Day,17,9,SLAM,12,9725,810.4,900,2.3,0,0
2026-05-19,Tuesday,Night,19,0,Stow,11,1854,168.5,180,3.2,0,0
2026-05-19,Tuesday,Night,19,0,Pick,12,2713,226.1,240,1.8,0,0
2026-05-19,Tuesday,Night,19,0,Rebin,14,3801,271.5,300,0.0,0,0
2026-05-19,Tuesday,Night,19,0,Pack-Singles,8,1635,204.4,210,1.5,0,0
2026-05-19,Tuesday,Night,19,0,Pack-Multis,11,1373,124.8,140,1.5,0,0
2026-05-19,Tuesday,Night,19,0,SLAM,12,10381,865.1,900,0.0,0,0
2026-05-19,Tuesday,Night,20,1,Stow,8,1253,156.6,180,0.0,0,0
2026-05-19,Tuesday,Night,20,1,Pick,9,2229,247.7,240,0.0,0,0
2026-05-19,Tuesday,Night,20,1,Rebin,12,3560,296.7,300,2.7,0,0
2026-05-19,Tuesday,Night,20,1,Pack-Singles,12,2560,213.3,210,3.9,0,0
2026-05-19,Tuesday,Night,20,1,Pack-Multis,11,1477,134.3,140,3.1,0,0
2026-05-19,Tuesday,Night,20,1,SLAM,10,8226,822.6,900,0.3,0,0
2026-05-19,Tuesday,Night,21,2,Stow,12,1741,145.1,180,3.4,0,0
2026-05-19,Tuesday,Night,21,2,Pick,13,3021,232.4,240,0.0,0,0
2026-05-19,Tuesday,Night,21,2,Rebin,9,2772,308.0,300,0.9,0,0
2026-05-19,Tuesday,Night,21,2,Pack-Singles,8,1586,198.2,210,2.2,0,0
2026-05-19,Tuesday,Night,21,2,Pack-Multis,13,1674,128.8,140,2.9,0,0
2026-05-19,Tuesday,Night,21,2,SLAM,10,8686,868.6,900,1.4,0,0
2026-05-19,Tuesday,Night,22,3,Stow,11,1792,162.9,180,0.7,0,0
2026-05-19,Tuesday,Night,22,3,Pick,12,2623,218.6,240,2.3,0,0
2026-05-19,Tuesday,Night,22,3,Rebin,10,3096,309.6,300,0.3,0,0
2026-05-19,Tuesday,Night,22,3,Pack-Singles,13,2710,208.5,210,1.4,0,0
2026-05-19,Tuesday,Night,22,3,Pack-Multis,12,1482,123.5,140,0.4,0,0
2026-05-19,Tuesday,Night,22,3,SLAM,12,10012,834.3,900,3.0,0,0
2026-05-19,Tuesday,Night,23,4,Stow,11,1790,162.7,180,0.0,0,0
2026-05-19,Tuesday,Night,23,4,Pick,13,3013,231.8,240,2.7,0,0
2026-05-19,Tuesday,Night,23,4,Rebin,14,4121,294.4,300,2.4,0,0
2026-05-19,Tuesday,Night,23,4,Pack-Singles,13,2674,205.7,210,0.0,0,0
2026-05-19,Tuesday,Night,23,4,Pack-Multis,9,1068,118.7,140,3.1,0,0
2026-05-19,Tuesday,Night,23,4,SLAM,10,8005,800.5,900,1.2,0,0
2026-05-19,Tuesday,Night,0,5,Stow,9,1546,171.8,180,0.0,0,0
2026-05-19,Tuesday,Night,0,5,Pick,9,2036,226.2,240,0.0,0,0
2026-05-19,Tuesday,Night,0,5,Rebin,14,3918,279.9,300,2.9,0,0
2026-05-19,Tuesday,Night,0,5,Pack-Singles,12,2341,195.1,210,0.0,0,0
2026-05-19,Tuesday,Night,0,5,Pack-Multis,13,1744,134.2,140,4.3,0,0
2026-05-19,Tuesday,Night,0,5,SLAM,13,10578,813.7,900,1.6,0,0
2026-05-19,Tuesday,Night,1,6,Stow,12,2172,181.0,180,3.2,0,0
2026-05-19,Tuesday,Night,1,6,Pick,11,2246,204.2,240,0.0,0,0
2026-05-19,Tuesday,Night,1,6,Rebin,9,2406,267.3,300,3.5,0,0
2026-05-19,Tuesday,Night,1,6,Pack-Singles,15,3126,208.4,210,3.0,0,0
2026-05-19,Tuesday,Night,1,6,Pack-Multis,10,1163,116.3,140,0.0,0,0
2026-05-19,Tuesday,Night,1,6,SLAM,7,5402,771.7,900,0.4,0,0
2026-05-19,Tuesday,Night,2,7,Stow,12,1987,165.6,180,0.2,0,0
2026-05-19,Tuesday,Night,2,7,Pick,13,2710,208.5,240,1.2,0,0
2026-05-19,Tuesday,Night,2,7,Rebin,9,2648,294.2,300,1.2,0,0
2026-05-19,Tuesday,Night,2,7,Pack-Singles,13,2276,175.1,210,1.5,0,0
2026-05-19,Tuesday,Night,2,7,Pack-Multis,13,1421,109.3,140,3.0,0,0
2026-05-19,Tuesday,Night,2,7,SLAM,9,7491,832.3,900,3.9,0,0
2026-05-19,Tuesday,Night,3,8,Stow,13,1871,143.9,180,0.9,0,0
2026-05-19,Tuesday,Night,3,8,Pick,14,2828,202.0,240,0.7,0,0
2026-05-19,Tuesday,Night,3,8,Rebin,11,3063,278.5,300,0.0,0,0
2026-05-19,Tuesday,Night,3,8,Pack-Singles,13,2331,179.3,210,1.2,0,0
2026-05-19,Tuesday,Night,3,8,Pack-Multis,11,1432,130.2,140,1.2,0,0
2026-05-19,Tuesday,Night,3,8,SLAM,14,12028,859.1,900,0.0,0,0
2026-05-19,Tuesday,Night,4,9,Stow,14,2252,160.9,180,1.5,0,0
2026-05-19,Tuesday,Night,4,9,Pick,13,2528,194.5,240,0.0,0,0
2026-05-19,Tuesday,Night,4,9,Rebin,12,3013,251.1,300,4.3,0,0
2026-05-19,Tuesday,Night,4,9,Pack-Singles,10,1840,184.0,210,1.5,0,0
2026-05-19,Tuesday,Night,4,9,Pack-Multis,14,1594,113.9,140,0.0,0,0
2026-05-19,Tuesday,Night,4,9,SLAM,14,11077,791.2,900,2.4,0,0
2026-05-20,Wednesday,Day,8,0,Stow,14,2453,175.2,180,0.2,0,0
2026-05-20,Wednesday,Day,8,0,Pick,8,1786,223.2,240,1.3,0,0
2026-05-20,Wednesday,Day,8,0,Rebin,10,2760,276.0,300,1.3,0,0
2026-05-20,Wednesday,Day,8,0,Pack-Singles,14,2928,209.1,210,0.0,0,0
2026-05-20,Wednesday,Day,8,0,Pack-Multis,14,1853,132.4,140,3.4,0,0
2026-05-20,Wednesday,Day,8,0,SLAM,11,9971,906.5,900,3.5,0,0
2026-05-20,Wednesday,Day,9,1,Stow,9,1500,166.7,180,0.7,0,0
2026-05-20,Wednesday,Day,9,1,Pick,11,3128,284.4,240,0.0,0,0
2026-05-20,Wednesday,Day,9,1,Rebin,9,2523,280.3,300,1.5,0,0
2026-05-20,Wednesday,Day,9,1,Pack-Singles,12,2395,199.6,210,1.2,0,0
2026-05-20,Wednesday,Day,9,1,Pack-Multis,15,2105,140.3,140,1.7,0,0
2026-05-20,Wednesday,Day,9,1,SLAM,15,12840,856.0,900,0.1,0,0
2026-05-20,Wednesday,Day,10,2,Stow,11,1906,173.3,180,0.0,0,0
2026-05-20,Wednesday,Day,10,2,Pick,12,2923,243.6,240,0.9,0,0
2026-05-20,Wednesday,Day,10,2,Rebin,12,3665,305.4,300,0.0,0,0
2026-05-20,Wednesday,Day,10,2,Pack-Singles,12,2618,218.2,210,0.0,0,0
2026-05-20,Wednesday,Day,10,2,Pack-Multis,14,1790,127.9,140,0.0,0,0
2026-05-20,Wednesday,Day,10,2,SLAM,12,11204,933.7,900,2.4,0,0
2026-05-20,Wednesday,Day,11,3,Stow,13,2254,173.4,180,1.4,0,0
2026-05-20,Wednesday,Day,11,3,Pick,11,2672,242.9,240,1.3,0,0
2026-05-20,Wednesday,Day,11,3,Rebin,10,2927,292.7,300,0.0,0,0
2026-05-20,Wednesday,Day,11,3,Pack-Singles,13,2786,214.3,210,0.0,0,0
2026-05-20,Wednesday,Day,11,3,Pack-Multis,13,1813,139.5,140,0.0,0,0
2026-05-20,Wednesday,Day,11,3,SLAM,9,7709,856.6,900,0.0,0,0
2026-05-20,Wednesday,Day,12,4,Stow,10,2014,201.4,180,1.8,0,0
2026-05-20,Wednesday,Day,12,4,Pick,16,3900,243.8,240,2.1,0,0
2026-05-20,Wednesday,Day,12,4,Rebin,10,2964,296.4,300,1.1,0,0
2026-05-20,Wednesday,Day,12,4,Pack-Singles,13,2720,209.2,210,1.7,0,0
2026-05-20,Wednesday,Day,12,4,Pack-Multis,12,1644,137.0,140,0.6,0,0
2026-05-20,Wednesday,Day,12,4,SLAM,10,9681,968.1,900,0.7,0,0
2026-05-20,Wednesday,Day,13,5,Stow,12,2136,178.0,180,2.8,0,0
2026-05-20,Wednesday,Day,13,5,Pick,8,1960,245.0,240,0.0,0,0
2026-05-20,Wednesday,Day,13,5,Rebin,12,3563,296.9,300,0.0,0,0
2026-05-20,Wednesday,Day,13,5,Pack-Singles,12,2559,213.2,210,0.9,0,0
2026-05-20,Wednesday,Day,13,5,Pack-Multis,11,1557,141.5,140,3.0,0,0
2026-05-20,Wednesday,Day,13,5,SLAM,11,10602,963.8,900,1.1,0,0
2026-05-20,Wednesday,Day,14,6,Stow,14,2478,177.0,180,0.2,0,0
2026-05-20,Wednesday,Day,14,6,Pick,9,2154,239.3,240,0.0,0,0
2026-05-20,Wednesday,Day,14,6,Rebin,14,3943,281.6,300,0.2,0,0
2026-05-20,Wednesday,Day,14,6,Pack-Singles,13,2956,227.4,210,2.3,0,0
2026-05-20,Wednesday,Day,14,6,Pack-Multis,14,1948,139.1,140,1.1,0,0
2026-05-20,Wednesday,Day,14,6,SLAM,16,16103,1006.4,900,2.3,0,0
2026-05-20,Wednesday,Day,15,7,Stow,14,2618,187.0,180,0.0,0,0
2026-05-20,Wednesday,Day,15,7,Pick,11,2858,259.8,240,2.3,0,0
2026-05-20,Wednesday,Day,15,7,Rebin,11,3575,325.0,300,1.8,0,0
2026-05-20,Wednesday,Day,15,7,Pack-Singles,13,2745,211.2,210,2.0,0,0
2026-05-20,Wednesday,Day,15,7,Pack-Multis,13,1945,149.6,140,3.3,0,0
2026-05-20,Wednesday,Day,15,7,SLAM,11,9943,903.9,900,3.1,0,0
2026-05-20,Wednesday,Day,16,8,Stow,11,1726,156.9,180,0.0,0,0
2026-05-20,Wednesday,Day,16,8,Pick,10,2230,223.0,240,0.1,0,0
2026-05-20,Wednesday,Day,16,8,Rebin,14,3953,282.4,300,3.1,0,0
2026-05-20,Wednesday,Day,16,8,Pack-Singles,9,1769,196.6,210,1.4,0,0
2026-05-20,Wednesday,Day,16,8,Pack-Multis,13,1887,145.2,140,0.4,0,0
2026-05-20,Wednesday,Day,16,8,SLAM,13,9909,762.2,900,2.5,0,0
2026-05-20,Wednesday,Day,17,9,Stow,9,1570,174.4,180,2.9,0,0
2026-05-20,Wednesday,Day,17,9,Pick,13,2596,199.7,240,0.5,0,0
2026-05-20,Wednesday,Day,17,9,Rebin,13,3842,295.5,300,1.6,0,0
2026-05-20,Wednesday,Day,17,9,Pack-Singles,7,1497,213.9,210,3.3,0,0
2026-05-20,Wednesday,Day,17,9,Pack-Multis,12,1604,133.7,140,2.0,0,0
2026-05-20,Wednesday,Day,17,9,SLAM,14,12051,860.8,900,0.9,0,0
2026-05-20,Wednesday,Night,19,0,Stow,11,1841,167.4,180,0.0,0,0
2026-05-20,Wednesday,Night,19,0,Pick,13,3139,241.5,240,2.7,0,0
2026-05-20,Wednesday,Night,19,0,Rebin,13,3613,277.9,300,1.4,0,0
2026-05-20,Wednesday,Night,19,0,Pack-Singles,14,2900,207.1,210,3.4,0,0
2026-05-20,Wednesday,Night,19,0,Pack-Multis,10,1240,124.0,140,0.7,0,0
2026-05-20,Wednesday,Night,19,0,SLAM,10,7595,759.5,900,1.9,0,0
2026-05-20,Wednesday,Night,20,1,Stow,12,2043,170.2,180,1.7,0,0
2026-05-20,Wednesday,Night,20,1,Pick,9,1941,215.7,240,0.8,0,0
2026-05-20,Wednesday,Night,20,1,Rebin,12,3005,250.4,300,0.0,0,0
2026-05-20,Wednesday,Night,20,1,Pack-Singles,11,2307,209.7,210,1.6,0,0
2026-05-20,Wednesday,Night,20,1,Pack-Multis,14,1807,129.1,140,1.2,0,0
2026-05-20,Wednesday,Night,20,1,SLAM,12,9919,826.6,900,0.3,0,0
2026-05-20,Wednesday,Night,21,2,Stow,9,1443,160.3,180,2.5,0,0
2026-05-20,Wednesday,Night,21,2,Pick,14,2955,211.1,240,0.0,0,0
2026-05-20,Wednesday,Night,21,2,Rebin,13,3644,280.3,300,0.0,0,0
2026-05-20,Wednesday,Night,21,2,Pack-Singles,5,910,182.0,210,0.5,0,0
2026-05-20,Wednesday,Night,21,2,Pack-Multis,9,1228,136.4,140,0.0,0,0
2026-05-20,Wednesday,Night,21,2,SLAM,12,11712,976.0,900,1.4,0,0
2026-05-20,Wednesday,Night,22,3,Stow,11,1829,166.3,180,2.2,0,0
2026-05-20,Wednesday,Night,22,3,Pick,13,2697,207.5,240,0.6,0,0
2026-05-20,Wednesday,Night,22,3,Rebin,10,2734,273.4,300,3.9,0,0
2026-05-20,Wednesday,Night,22,3,Pack-Singles,13,2524,194.2,210,3.1,0,0
2026-05-20,Wednesday,Night,22,3,Pack-Multis,12,1383,115.2,140,3.7,0,0
2026-05-20,Wednesday,Night,22,3,SLAM,11,7753,704.8,900,0.0,0,0
2026-05-20,Wednesday,Night,23,4,Stow,14,2083,148.8,180,3.2,0,0
2026-05-20,Wednesday,Night,23,4,Pick,12,2812,234.3,240,0.8,0,0
2026-05-20,Wednesday,Night,23,4,Rebin,13,3707,285.2,300,1.1,0,0
2026-05-20,Wednesday,Night,23,4,Pack-Singles,9,1801,200.1,210,0.0,0,0
2026-05-20,Wednesday,Night,23,4,Pack-Multis,13,1715,131.9,140,1.9,0,0
2026-05-20,Wednesday,Night,23,4,SLAM,6,4626,771.0,900,0.4,0,0
2026-05-20,Wednesday,Night,0,5,Stow,13,2032,156.3,180,5.0,0,0
2026-05-20,Wednesday,Night,0,5,Pick,11,2280,207.3,240,0.9,0,0
2026-05-20,Wednesday,Night,0,5,Rebin,10,2558,255.8,300,2.7,0,0
2026-05-20,Wednesday,Night,0,5,Pack-Singles,13,2630,202.3,210,3.1,0,0
2026-05-20,Wednesday,Night,0,5,Pack-Multis,12,1445,120.4,140,2.3,0,0
2026-05-20,Wednesday,Night,0,5,SLAM,9,7280,808.9,900,1.1,0,0
2026-05-20,Wednesday,Night,1,6,Stow,11,1610,146.4,180,0.0,0,0
2026-05-20,Wednesday,Night,1,6,Pick,11,2350,213.6,240,2.9,0,0
2026-05-20,Wednesday,Night,1,6,Rebin,14,3599,257.1,300,1.3,0,0
2026-05-20,Wednesday,Night,1,6,Pack-Singles,15,2901,193.4,210,0.6,0,0
2026-05-20,Wednesday,Night,1,6,Pack-Multis,13,1660,127.7,140,3.1,0,0
2026-05-20,Wednesday,Night,1,6,SLAM,10,8091,809.1,900,2.4,0,0
2026-05-20,Wednesday,Night,2,7,Stow,12,1983,165.2,180,0.0,0,0
2026-05-20,Wednesday,Night,2,7,Pick,11,2551,231.9,240,0.0,0,0
